Unnamed: 0,name,source,RT_Amide6min,IsomericSMILES,RT,Predicted_RT,是否可定制
841,842,biotree,177.0,CC1CCC2[C@@](C13CC4=C(C=C5C(=C4O3)CN(C5=O)C(CCC(=O)O)C(=O)O)O)(CC[C@@H](C2(C)C)O)C,2.95,2.8172166,是
842,843,biotree,124.8,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O,2.08,2.50069,是
843,844,biotree,177.6,C[C@@]1(CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(C[C@@H]([C@@H]([C@@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H](CO6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)O)C)C)[C@@H]2C1)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C(=O)OC,2.96,2.7699208,是
844,845,biotree,187.2,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@]4(C(C3(C)C)CC[C@@]5(C4CC=C6[C@]5(CC[C@@]7([C@H]6C[C@](CC7)(C)CO)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)O)C)C)C)O)O)O)O)O,3.12,2.895924,是
845,846,biotree,124.2,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C5=CC=C(C=C5)O)O)O)O)O,2.07,2.5880494,是
846,847,biotree,171.0,CC#C[C@]1(CCC2C(C1CC(=O)O)CC=C3[C@@]2(CC[C@@H](C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)C)C,2.85,2.8879085,是
847,848,biotree,143.4,COC(=O)C[C@@H]\1C(=CO[C@H](/C1=C\COC(=O)/C=C/C2=CC=C(C=C2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)O,2.39,2.47361,是
848,849,biotree,126.0,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O)O,2.1,2.529743,是
849,850,biotree,145.2,CC(=CCC/C(=C/CC/C(=C/COC1=C(C=C2C(=C1O)CN(C2=O)C(CCC(=O)O)C(=O)O)O)/C)/C)C,2.42,2.5092912,是
850,851,biotree,147.0,COC1=C(C=C(C=C1)C23CCNC2CC45C(=C3)C6CC(O4)(CC7C6(CCN57)C8=CC(=C(C=C8)OC)OC)O)OC,2.45,1.9889946,是
851,852,biotree,214.8,CC(=O)NC(CSCC(=O)C12CC(CC1C=C(C2CC(=O)O)C(=O)O)(C)C)C(=O)O,3.58,3.505566,是
852,853,biotree,168.0,C[C@@]1(CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H]([C@@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H](CO6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O)C)C)[C@@H]2C1)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C(=O)OC,2.8,2.569769,是
853,854,biotree,210.6,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CCC6[C@]([C@@]5(C[C@H]4O)C)(CCC7[C@@]6(C[C@@H]([C@@H]([C@@]7(C)CO)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)C)C)(C)C)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)OC(=O)CC(C)(CC(=O)O)O,3.51,3.6426349,是
854,855,biotree,189.0,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)COS(=O)(=O)O)OC6C(C(C(C(O6)C(=O)O)O)O)O)C)C)C2C1(C)O)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,3.15,2.899176,是
855,856,biotree,180.6,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C(=O)O)O)O)C)C)C2C1(C)O)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O,3.01,2.6714773,是
856,857,biotree,168.0,C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O[C@H]8[C@@H]([C@H]([C@H](CO8)O)O)O,2.8,2.7858195,是
857,858,biotree,157.8,C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,2.6300000000000003,2.4975934,是
858,859,biotree,172.8,C[C@@H]1CCC2[C@@]([C@@]13CC4=C(C=C5C(=C4O3)CN(C5=O)[C@@H](CCC(=O)O)C(=O)O)O)(CC[C@H](C2(C)C)O)C,2.8800000000000003,2.8172169,是
859,860,biotree,162.0,CC(C(CCCCCCCCCCCCCCC(C(C)OC1C(C(C(C(O1)CO)O)O)O)O)O)N,2.7,2.1811628,是
860,861,biotree,194.4,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(O2)C=C(C(=C3O)OC)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O,3.24,2.879499,是
861,862,biotree,199.8,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@H]3CC[C@]4(C(C3(C)C)CC[C@@]5(C4CC=C6[C@]5(CC[C@@]7([C@H]6C[C@](CC7)(C)C(=O)O)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)COC(=O)C)O)O)O)O)O)O)C)C)C)O)O)O)O)O,3.33,3.0839965,是
862,863,biotree,209.4,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)C4C(C(C(C(O4)CO)O)O)O)O)C5C(C(C(C(O5)CO)O)O)O)O)O,3.49,3.0622678,是
863,864,biotree,171.6,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C(=O)O)C)(C)C(=O)O)O)C)C(=O)O,2.86,3.1142483,是
864,865,biotree,171.6,CC1CCC2[C@@](C13CC4=C(C=C5C(=C4O3)CN(C5=O)C(CCC(=O)O)C(=O)O)O)(CC[C@H](C2(C)C)O)C,2.86,2.8172166,是
865,866,biotree,155.4,C1=CC(=CC=C1C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O[C@]3([C@H]([C@@H]([C@H](O3)CO)O)O)CO)O)O)O)O,2.5900000000000003,2.6010516,是
866,867,biotree,151.2,C[C@]1([C@@H]2[C@H]([C@@H]([C@@H]1O)O)C(=CO[C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)OC)O,2.52,2.4443076,是
867,868,biotree,143.4,COC1=C(C=CC2=C1OC3=C(C2=O)C(=C(C(=C3)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,2.39,2.3599772,是
868,869,biotree,160.2,C1=CC=C(C=C1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,2.67,2.3515882,是
869,870,biotree,150.0,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1C([C@@H]([C@@H]2CO)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,2.5,2.46476,是
870,871,biotree,153.0,CC1=C(C(=O)C=CO1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@](CO3)(CO)O)O)O)O)O,2.55,2.3110852,是
871,872,biotree,126.0,CC(/C=C/C1(C(CC(CC1(C)O)O)(C)C)O)OC2C(C(C(C(O2)CO)O)O)O,2.1,2.3478832,是
872,873,biotree,145.8,CC(C)(C1CCC(=CC1)C(=O)OCC2C(C(C(C(O2)OC3=C(C=C(C=C3O)C(=O)O)O)O)O)O)O,2.43,2.6958282,是
873,874,biotree,121.8,COC1=C(C=C2C(=C1)C=CC(=O)O2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)O)O)O,2.03,2.1313472,是
874,875,biotree,169.2,C[C@@]1([C@H](C[C@]2([C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,2.82,2.4211645,是
875,876,biotree,156.6,CCC(C)C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,2.61,2.4065967,是
876,877,biotree,184.8,C1[C@@]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C=C4C=COC4=C3)CCC(=O)O)O)O)O)O)(CO)O,3.08,3.2828238,是
877,878,biotree,147.0,C1=CO[C@H]([C@H]2[C@@H]1[C@@H]([C@H]3[C@@]2(O3)CO)OC(=O)C4=CC(=C(C=C4)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O,2.45,2.4228153,是
878,879,biotree,146.4,C/C(=C\CCC(C)(C=C)O)/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@H](CO2)O)O)O)O)O)O,2.44,2.2443223,是
879,880,biotree,168.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@]23C=CO[C@H]([C@@H]2C(=CC3=O)C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,2.8,2.5237603,是
880,881,biotree,196.8,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OCCC3=CC(=C(C=C3)O)O)CO)O)O)O)O,3.28,2.760286,是
881,882,biotree,222.6,CC(C/C=C/CC(C)C(=O)O)C(CC(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,3.71,3.5155013,是
882,883,biotree,121.2,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C=C4C=CC(=O)OC4=C3)OC)O)O)O)O)O)O,2.02,2.1509166,是
883,884,biotree,154.8,CCC1CN(C2CC1CC3C4=CC(=C(C=C4CCN3CCC5=CC(=C(C=C25)OC)OC)OC)OC)O,2.58,2.1295996,是
884,885,biotree,121.8,C=C[C@@H]1[C@@H]2CCOC(=O)C2=CO[C@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@](CO4)(CO)O)O)O)O)O,2.03,2.203247,是
885,886,biotree,144.6,COC1=C(C=CC(=C1)CC=C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,2.41,2.2240777,是
886,887,biotree,144.6,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C=C3)C=CC(=O)O4)O)O)O)O)O)O,2.41,2.2611914,是
887,888,biotree,294.0,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,4.9,3.105771,是
888,889,biotree,125.4,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C=C(C=C3)C(=O)C)OC)O)O)O)O)O)O,2.0900000000000003,2.0749507,是
889,890,biotree,180.0,CC(C/C=C/C=C(\C)/C(=O)OCC(C(C(C(CO)O)O)O)O)C(CC(=O)O)O,3.0,2.922858,是
890,891,biotree,222.0,CC(=O)NC(CC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC3C(=O)NC(C(=O)N3)CC(=O)O)O)C(=O)O,3.7,3.23443,是
891,892,biotree,145.2,CC(=CCCC(=C)CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C,2.42,2.658936,是
892,893,biotree,151.8,C=CCC1=CC(=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O,2.53,2.5493097,是
893,894,biotree,147.6,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O,2.46,2.5768425,是
894,895,biotree,195.6,C1C(C(C(C(O1)N2C=C(C3=CC=CC=C32)CC(=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,3.26,3.0926712,是
895,896,biotree,130.2,C1=CC(=C(C=C1[C@H]2[C@@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,2.17,2.5072417,是
896,897,biotree,142.2,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(C[C@H]([C@@H]([C@@]5(C)CO)O)O)C)C)C2[C@H]1C)C)C(=O)O,2.37,1.9162133,是
897,898,biotree,140.4,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)C3=C(O2)C=C(C(=C3O)C4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,2.3400000000000003,2.4947543,是
898,899,biotree,171.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O[C@H]6[C@@H]([C@@H]([C@H]([C@@H](O6)C)O)O)O)O)O)O)O)O,2.85,2.952538,是
899,900,biotree,128.4,C1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OCCC3=CC=C(C=C3)O)CO)O)O)O)(CO)O,2.14,2.3333712,是
900,901,biotree,164.4,CC(C)C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,2.74,2.5188456,是
901,902,biotree,170.4,C[C@@]1(CC[C@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)C4=CC=C(C=C4)O)O)O)O)O,2.8400000000000003,2.7167585,是
902,903,biotree,163.8,CC1=C(/C(=C\CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/C(C1)OC(=O)/C=C/C3=CC=C(C=C3)O)C(=O)O,2.73,2.6194468,是
903,904,biotree,130.8,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O,2.18,2.5939596,是
904,905,biotree,147.0,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,2.45,2.1954503,是
905,906,biotree,129.0,C1[C@@]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3=CC=C(C=C3)O)O)O)O)O)(CO)O,2.15,2.3981688,是
906,907,biotree,146.4,CC1=C(C(=O)C=CO1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)CC(C)(CC(=O)O)O)O)O)O,2.44,2.592915,是
907,908,biotree,127.2,CC(=O)O[C@]1(C[C@H]([C@]2([C@@H]1[C@@H](OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)C,2.12,2.1956022,是
908,909,biotree,136.8,C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCC3=CC=CC=C3)O)O)O)O)O)O,2.28,2.130548,是
909,910,biotree,156.0,COC1=C2C(=CC(=C1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CCC(=O)O)C=CO2,2.6,2.7079897,是
910,911,biotree,237.0,C=CC1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)O)CC(=O)O,3.95,3.6600637,是
911,912,biotree,123.0,CCCC(C(/C=C/C1=C(C2C(CC(O2)C(C)(C)O)(C(C1O)O)O)CO)O)O,2.05,2.025218,是
912,913,biotree,130.2,C1=CC2=C(C=C1O)O[C@H](C(=O)N2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,2.17,2.095745,是
913,914,biotree,126.0,C1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCC3=CC=CC=C3)O)O)O)O)O)O,2.1,2.130548,是
914,915,biotree,125.4,C/C(=C\CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)/C(CCC(C)(C)O)O,2.0900000000000003,1.9362116,是
915,916,biotree,172.8,CC1(CC(C2(C1C(OC=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,2.8800000000000003,2.7888868,是
916,917,biotree,186.6,CC1CC(CC(C1(/C=C/C(C(=O)O)O)O)(C)C)OC(=O)CC(C)(CC(=O)O)O,3.11,3.146721,是
917,918,biotree,126.0,CCCCCCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O,2.1,2.155902,是
918,919,biotree,172.8,C[C@@H](C([C@H](C)O)(C(=O)OCC1=CC=CC=C1NC(=O)CCC(C(=O)O)N)O)O,2.8800000000000003,3.1077995,是
919,920,biotree,126.0,COC(=O)C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O,2.1,2.122563,是
920,921,biotree,171.6,C1=CC(=C(C(=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)CCC(=O)O,2.86,3.1362853,是
921,922,biotree,139.2,C1=CC=C(C=C1)/C=C(/C(=O)O)\O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,2.32,2.5496783,是
922,923,biotree,141.0,CC(=O)NC(CCC(=O)O)C(=O)NCCC1=CC=C(C=C1)O,2.35,2.4107838,是
923,924,biotree,147.6,CS(=O)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,2.46,1.9615936,是
924,925,biotree,139.2,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,2.32,2.6881647,是
925,926,biotree,199.8,CC(C(C12CC1CC=CC2=O)O)NC(=O)C(CC(C(=O)O)O)N,3.33,3.2045949,是
926,927,biotree,149.4,CC12CCC(C1CCC3C2(CCC4C3(CCC(C4(C)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O)C)C)C7(CCC(O7)C(C)(C)O)C,2.49,2.2525477,是
927,928,biotree,129.6,CC(=CC1C(C(CO1)C2CCC3(C2(CCC45C3CCC6C4(C5)CCC(C6(C)C)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C)O)C,2.16,2.1416864,是
928,929,biotree,139.2,CC(C(=O)NC1=CC=CC=C1C(=O)N)NC(=O)CC(=O)O,2.32,2.2705355,是
929,930,biotree,171.6,CC(=O)NC1C(C(C(OC1OC2CCC3(C(C2(C)C)CCC4(C3CC=C5C4(CCC6(C5CC(CC6)(C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C)COC8C(C(C(CO8)O)O)OC9C(C(C(CO9)O)O)O)O)O,2.86,2.6572213,是
930,931,biotree,145.2,CCCCCCC1=C(C(=O)N(C1=O)C(CCC(=O)O)C(=O)O)C,2.42,2.5574164,是
931,932,biotree,120.6,CC(CC(=O)CC12COC3(C1CC2CC3)CO)C(=O)O,2.01,1.96727,是
932,933,biotree,199.2,C1=CC(=CC=C1CC(=O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,3.32,2.9174404,是
933,934,biotree,195.6,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)[C@@]45CC[C@@]6(C(=CCC7[C@]6(CCC8[C@@]7(CC[C@@H](C8(C)C)O[C@H]9[C@@H]([C@H]([C@H](CO9)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C)C)[C@@H]4CC(CC5)(C)C)C)O)O)O)CO)O)O)O,3.26,3.0889096,是
934,935,biotree,207.0,C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)OC(C(C(=O)O)O)OCC(=O)O)O,3.45,3.4800005,是
935,936,biotree,163.2,C[C@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2CC[C@]3([C@H](C2)CC[C@@H]4C3CC[C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)C=O)O)OC)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O,2.72,2.535583,是
936,937,biotree,153.0,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)CC4[C@@]3(CCC5C4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O[C@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)C)O)O)O)O)O)C)C)C)OC1,2.55,2.4940963,是
937,938,biotree,211.8,C[C@]12CC[C@@H]([C@@](C1CC[C@@]3(C2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)O)C)C)(C)C=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O,3.53,3.3749585,是
938,939,biotree,187.2,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3CC4CCC5C(C4(CC3O)C)CCC6(C5CC7C6C(C(O7)(CCC(C)CO[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)C)C)CO)O)O)O)O)O,3.12,2.899396,是
939,940,biotree,176.4,C[C@H]1[C@H]2[C@H](CC3[C@@]2(CCC4C3CC=C5[C@@]4(CC[C@@H](C5)O[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)C)C)O[C@]19CCC(CN9)C,2.94,2.6064224,是
940,941,biotree,172.8,C[C@]12CC[C@@H]([C@@](C1CC[C@@]3(C2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)C)C)(C)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O,2.8800000000000003,2.7730374,是
941,942,biotree,171.0,C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H]3CC[C@]4(C(C3(C)C)CC[C@@]5(C4CC=C6[C@]5(CC([C@@]7(C6CC(CC7)(C)C)C(=O)O)O)C)C)C)NC(=O)C)O)O)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)O)O,2.85,2.7564416,是
942,943,biotree,159.6,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(OC(C3O)O[C@H]4CC[C@@]5(C6CC[C@@]7([C@H](CC[C@@]7([C@@H]6CCC5=C4)O)C8=COC(=O)C=C8)C)C)CO)O)CO)O)O)O)O)O,2.66,2.648729,是
943,944,biotree,208.2,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O,3.47,3.3850465,是
944,945,biotree,153.0,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC)C5=CC=C(C=C5)O)O[C@H]6[C@@H]([C@@H]([C@H]([C@@H](O6)C)O)O)O)O)O)O)O)O,2.55,2.74468,是
945,946,biotree,122.4,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H](C5(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)[C@@H]2[C@H]1C)C(=O)O)C(=O)O,2.04,2.6960168,是
946,947,biotree,178.8,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4C(=CCC5C4(C(=O)CC6(C5(CCC6C(C)(CCC(C(C)(C)OC7C(C(C(C(O7)CO)O)O)O)O)O)C)C)C)C3(C)C)CO)O)O)O)O)O,2.98,2.7158604,是
